3.818417976,-3.822447876
-13.07901507,8.274460932
7.476191232,-4.997808317
3.196732709,-1.693400959
4.566533277,-1.945245246
-14.0980218,6.75693049
7.782658765,-5.587502817
7.149438092,-2.98132358
-4.799324325,-10.59741865
-14.13394385,6.225584646
4.296207139,-3.150620083
8.087096879,-4.664699892
3.376208493,-3.789877752
1.721610496,0.127127787
-14.96017676,6.719348093
7.390589425,-5.073998312
-15.93134718,6.404970308
4.098135659,-2.028927783
7.822349736,-2.454941253
-4.81588774,-11.88697896
4.187500665,-3.202498297
6.940137574,-3.426251749
3.45557017,-1.788226704
1.806709358,-0.249050478
6.693508813,-4.494772772
3.894725511,-2.047264675
-15.96649103,7.338937899
3.383947799,-2.654560427
3.361616323,-2.797961811
-0.009208424,0.900688311
4.165160367,-3.612305264
4.893466184,1.03267469
6.920185277,-5.238365988
-6.634178927,-8.548656801
3.948112676,-0.32014067
7.805584619,-4.08716021
8.476910302,-4.954913
-12.77273588,7.825310846
-0.133101355,0.851303001
7.169771382,-5.019043306
-4.709962657,-10.60758291
-12.25890761,4.456785341
-12.37644892,4.54514422
2.835926721,-1.486792425
4.170989701,-3.99344931
8.350982377,-3.238319019
6.602150628,3.924238344
-13.83257609,7.498349329
-1.461815646,17.17047324
3.781427571,-2.322639922
8.570516297,-4.602003912
-13.03829222,8.220074793
-2.088929704,16.37812628
1.020729372,-0.90037326
-6.247145942,-10.48952947
-1.789518764,15.79739012
8.814191529,-4.055037836
6.898195932,4.209658285
5.048820207,-3.382672886
4.646571347,-3.091125349
0.065417254,0.669098993
-15.70591383,6.433308264
6.829660127,-5.20120273
-15.09279566,6.072800776
-1.869977167,16.47711386
-13.60538988,7.096329351
-5.119314959,-11.61666856
9.298301408,-3.633076529
6.882703969,-2.288159112
3.891261289,-4.470921854
3.946455667,-1.991011361
1.26200504,0.170312484
-6.006863883,-10.62782178
6.526693055,-4.661800245
8.469668099,-5.124179224
4.654896924,0.969317218
0.255136022,0.589855929
-0.909081092,17.02817168
7.360805699,-2.400641421
-4.728265098,-11.33220849
-5.879888823,-10.25347028
3.663682887,-0.700981016
1.290077517,-0.632757867
-15.44786005,6.234397074
-13.52193194,6.709348818
4.384161183,1.239103933
9.049824426,-4.64741073
-14.90439062,6.653671881
-4.252239993,-10.85883413
4.616350839,1.193550726
-1.638462356,16.10542693
-12.48042803,4.655275484
7.360196302,-5.288484434
7.133617589,-3.27518783
3.553196141,-1.702815155
-6.801111033,-7.950201372
-5.112067035,-10.41096959
-4.983351996,-10.46114908
7.313162992,4.365850111
-12.62367659,6.540647169
8.323840806,-5.283069948
1.813826034,-2.101611833
-15.39320784,6.672584196
7.750059793,-4.762254099
4.442416379,-3.967657904
1.275637576,-1.137727896
1.357212255,0.25223734
8.011490533,4.258244177
8.167138764,-5.413112501
8.895594308,-4.952732901
2.159683892,0.148002108
4.97392864,-2.934240917
-14.03594618,6.063064238
-0.898864797,15.90083136
4.204038331,-1.252286474
-12.70105963,5.899525782
7.808054158,4.299646994
8.561839769,-4.288691381
0.241074422,0.276654263
-6.098002246,-10.58897863
0.97398741,-0.892231921
