-3.749883966520428658e-03,-1.040794998407363892e-01,1.091770172119140625e+00,-3.414076566696166992e-02,6.585994362831115723e-01,5.495781898498535156e-01,3.255597949028015137e-01,4.917581975460052490e-01,8.103067874908447266e-01,-2.110563814640045166e-01,-1.314764022827148438e-01,7.363108396530151367e-01,1.002449989318847656e+00,7.428613901138305664e-01,-6.660628318786621094e-02,2.909411303699016571e-02,6.907202601432800293e-01,9.618076682090759277e-01,-1.518303304910659790e-01,-1.202167943120002747e-01,-1.486233621835708618e-01,7.543964982032775879e-01,-1.136382967233657837e-01,3.246831595897674561e-01,-1.269869357347488403e-01,-6.594132632017135620e-02,-1.622554212808609009e-01,-8.787628263235092163e-02,-1.121281608939170837e-01,3.628693521022796631e-01,-5.021071806550025940e-02,4.261586070060729980e-01
3.485122323036193848e-02,-7.495436072349548340e-02,1.058653831481933594e+00,-4.400724545121192932e-02,6.304000616073608398e-01,6.059215664863586426e-01,2.728629112243652344e-01,3.967019915580749512e-01,7.584775686264038086e-01,-1.925758123397827148e-01,-1.309819370508193970e-01,7.323213219642639160e-01,9.713507294654846191e-01,7.223070859909057617e-01,-9.194839000701904297e-02,2.688577212393283844e-02,6.243184208869934082e-01,9.164081215858459473e-01,-1.356621831655502319e-01,-9.413977712392807007e-02,-1.525850594043731689e-01,7.581979632377624512e-01,-1.004454642534255981e-01,3.263499438762664795e-01,-1.080201715230941772e-01,-7.916664332151412964e-02,-1.449477076530456543e-01,-1.096701100468635559e-01,-9.731402993202209473e-02,3.349331319332122803e-01,-5.360260605812072754e-02,3.461816608905792236e-01
2.106138467788696289e+00,5.562326312065124512e-01,-1.701382398605346680e-01,3.351066112518310547e+00,-3.950131237506866455e-01,-4.195063114166259766e-01,-4.093979597091674805e-01,-9.341245144605636597e-02,-8.334193378686904907e-03,1.781445503234863281e+00,3.101159572601318359e+00,-5.088460445404052734e-01,-2.413573712110519409e-01,-9.037479758262634277e-02,6.418155431747436523e-01,6.333090662956237793e-01,-2.012333124876022339e-01,-3.164373040199279785e-01,1.322541952133178711e+00,-4.508289992809295654e-01,2.221915245056152344e+00,-8.508577197790145874e-02,-1.290117651224136353e-01,-8.620236814022064209e-02,-1.273539662361145020e-01,3.527350127696990967e-01,4.187480509281158447e-01,-9.916871786117553711e-03,-3.183427453041076660e-01,-3.087187111377716064e-01,5.893470048904418945e-01,5.763087272644042969e-01
2.232487499713897705e-02,-7.352009415626525879e-02,9.987706542015075684e-01,-4.881933331489562988e-02,6.154267191886901855e-01,5.987192988395690918e-01,2.987771034240722656e-01,4.000888466835021973e-01,7.502226233482360840e-01,-2.066616714000701904e-01,-1.142130419611930847e-01,7.323279976844787598e-01,9.737049937248229980e-01,6.049060821533203125e-01,-5.726618692278862000e-02,-2.524065203033387661e-04,6.272142529487609863e-01,8.678216934204101562e-01,-1.389933526515960693e-01,-7.639272511005401611e-02,-1.381395757198333740e-01,7.141211032867431641e-01,-1.134766861796379089e-01,3.629716336727142334e-01,-1.105558350682258606e-01,-7.201521843671798706e-02,-1.374945789575576782e-01,-9.119926393032073975e-02,-8.729206025600433350e-02,3.536263406276702881e-01,-3.517094254493713379e-02,4.332756698131561279e-01
1.259614676237106323e-01,-3.666658652946352959e-03,9.986863732337951660e-01,-2.119492739439010620e-02,6.160322427749633789e-01,5.988169312477111816e-01,2.124538719654083252e-01,3.551607131958007812e-01,6.950111985206604004e-01,-9.555864334106445312e-02,-1.276165097951889038e-01,7.151685953140258789e-01,9.458690881729125977e-01,6.292048692703247070e-01,-1.717626303434371948e-01,6.648596376180648804e-03,5.714384317398071289e-01,8.268576264381408691e-01,-1.322380304336547852e-01,-3.229693323373794556e-02,-1.387121379375457764e-01,6.775735616683959961e-01,-6.450939178466796875e-02,3.794398605823516846e-01,-6.044866889715194702e-02,-7.044848799705505371e-02,-1.200656294822692871e-01,-1.687337309122085571e-01,-5.671704560518264771e-02,2.727045118808746338e-01,-6.777961552143096924e-02,3.011535108089447021e-01
7.221697568893432617e-01,-2.420770674943923950e-01,1.134677886962890625e+00,6.482381224632263184e-01,7.699732780456542969e-01,-2.183053344488143921e-01,2.321520090103149414e+00,-2.436112910509109497e-01,1.363904029130935669e-01,1.730917811393737793e+00,2.906899452209472656e-01,-1.918398737907409668e-01,-1.995446234941482544e-01,6.544914841651916504e-01,-1.353205144405364990e-01,-4.938327074050903320e-01,5.062825083732604980e-01,-1.658217459917068481e-01,5.140884518623352051e-01,6.670489907264709473e-01,-3.965953737497329712e-02,6.744997501373291016e-01,1.461047172546386719e+00,1.847980916500091553e-01,-2.603119313716888428e-01,1.347004771232604980e+00,-2.355159819126129150e-02,-2.661700546741485596e-01,2.232120275497436523e+00,-2.591919898986816406e-01,-8.193185180425643921e-02,1.166756451129913330e-01
4.439337849617004395e-01,1.297221779823303223e+00,-3.831093907356262207e-01,-1.201886609196662903e-01,1.350250244140625000e+00,1.731838583946228027e+00,-2.294792532920837402e-01,-1.097112335264682770e-02,-5.525606870651245117e-02,1.286274075508117676e+00,1.208563521504402161e-01,-4.575565755367279053e-01,-3.305964171886444092e-01,-3.212208747863769531e-01,-6.425575911998748779e-02,-2.287653684616088867e-01,1.835462570190429688e+00,-3.908272385597229004e-01,3.880966603755950928e-01,-5.168025195598602295e-02,6.718382239341735840e-02,-4.051344990730285645e-01,-2.003673315048217773e-01,4.441474378108978271e-01,7.804635167121887207e-01,-1.621716022491455078e-01,1.092492818832397461e+00,7.818264365196228027e-01,-3.449774533510208130e-02,-2.670866549015045166e-01,3.675984382629394531e+00,1.334158539772033691e+00
-1.290288716554641724e-01,1.647142410278320312e+00,-2.971446514129638672e-01,-2.703990042209625244e-01,-6.776154786348342896e-02,4.940956234931945801e-01,-3.394934162497520447e-02,-4.986426830291748047e-01,-3.104932606220245361e-01,7.829500436782836914e-01,1.360572099685668945e+00,-1.769617944955825806e-01,-1.518152356147766113e-01,-4.493104517459869385e-01,1.300112962722778320e+00,-1.575025767087936401e-01,-3.677134215831756592e-01,-3.089583814144134521e-01,7.097436189651489258e-01,1.521701931953430176e+00,3.843465447425842285e-01,-3.934074938297271729e-01,1.881266832351684570e+00,-1.909251511096954346e-02,2.359905004501342773e+00,4.612311348319053650e-02,1.561530113220214844e+00,1.741923213005065918e+00,8.328560590744018555e-01,1.439190864562988281e+00,-1.211110502481460571e-01,-5.070000886917114258e-01
1.110450699925422668e-01,-1.766661703586578369e-01,1.149286508560180664e+00,-1.216693967580795288e-01,6.002309322357177734e-01,6.272274255752563477e-01,6.628948450088500977e-02,3.693824708461761475e-01,8.682865500450134277e-01,-2.833271324634552002e-01,-2.367781698703765869e-01,6.950009465217590332e-01,1.030390858650207520e+00,7.208015918731689453e-01,-1.342372894287109375e-01,-1.317561604082584381e-03,6.167378425598144531e-01,9.397169351577758789e-01,-2.278230041265487671e-01,-1.832725256681442261e-01,-2.040293216705322266e-01,9.170224070549011230e-01,-2.183387726545333862e-01,3.866032361984252930e-01,-1.788227856159210205e-01,-1.135226413607597351e-01,-2.705981135368347168e-01,-1.716443151235580444e-01,-1.558968871831893921e-01,2.972879409790039062e-01,-1.445614546537399292e-01,3.132708966732025146e-01
1.253201812505722046e-01,-2.953942865133285522e-02,9.886353611946105957e-01,-4.965201765298843384e-02,5.780556201934814453e-01,6.231713891029357910e-01,1.939259469509124756e-01,3.261604011058807373e-01,7.214496731758117676e-01,-1.405549049377441406e-01,-1.408574581146240234e-01,7.073897123336791992e-01,9.409255981445312500e-01,6.097340583801269531e-01,-1.457189023494720459e-01,-6.509720697067677975e-04,5.638539195060729980e-01,8.340559601783752441e-01,-1.490606218576431274e-01,-5.155147239565849304e-02,-1.465057879686355591e-01,7.109655141830444336e-01,-9.945452213287353516e-02,4.053537249565124512e-01,-8.162590116262435913e-02,-8.005652576684951782e-02,-1.411685347557067871e-01,-1.627482622861862183e-01,-7.460313290357589722e-02,2.815239727497100830e-01,-7.125136256217956543e-02,3.302755951881408691e-01
